volcano_name;eruption_number;eruption_category;area_of_activity;vei;start_year;start_month;start_day;evidence_method_dating;end_year;end_month;end_day;latitude;longitude
Apoyeque;10976;Confirmed Eruption;NA;4;-1050;0;0;Tephrochronology;NA;NA;NA;12.242;-86.342
Cotopaxi;11522;Confirmed Eruption;NA;4;-1050;0;0;Tephrochronology;NA;NA;NA;-0.677;-78.436
Bravo, Cerro;11260;Confirmed Eruption;NA;4;-1050;0;0;Tephrochronology;NA;NA;NA;5.091;-75.293
Tenerife;13089;Confirmed Eruption;NW rift zone (Montaña de Cascajo);NA;-1050;0;0;Tephrochronology;NA;NA;NA;28.271;-16.641
Pleiades, The;19967;Confirmed Eruption;NE of Mount Pleiones (Taygete Cone);NA;-1050;0;0;Potassium-Argon;NA;NA;NA;-72.67;165.5
Redoubt;20344;Confirmed Eruption;NA;NA;-1050;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Buzzard Creek;20406;Confirmed Eruption;NA;2;-1050;0;0;Radiocarbon (uncorrected);NA;NA;NA;64.062;-148.433
Tanaga;19690;Confirmed Eruption;Sajaka One;0;-1050;0;0;Ar/Ar;NA;NA;NA;51.885;-178.146
Klyuchevskoy;19394;Confirmed Eruption;NA;NA;-1050;0;0;Tephrochronology;NA;NA;NA;56.056;160.642
Adams Seamount;10310;Confirmed Eruption;NA;0;-1050;0;0;Potassium-Argon;NA;NA;NA;-25.37;-129.27
Northern EPR at 9.8°N;10331;Confirmed Eruption;East Pacific Rise (9.5 deg N);0;-1050;0;0;Uranium-series;NA;NA;NA;Sep.83;-104.3
Hakoneyama;17384;Confirmed Eruption;NE of Kamiyama;NA;-1050;0;0;Tephrochronology;NA;NA;NA;35.233;139.021
Chokaisan;18003;Confirmed Eruption;West flank (Saruana crater);0;-1050;0;0;Tephrochronology;NA;NA;NA;39.099;140.049
Iwakisan;18102;Confirmed Eruption;Summit and central lava dome;NA;-1050;0;0;Tephrochronology;NA;NA;NA;40.656;140.303
Izu-Oshima;18156;Confirmed Eruption;NA;NA;-1050;0;0;Tephrochronology;NA;NA;NA;34.724;139.394
Krasheninnikov;19234;Confirmed Eruption;Northern cone;NA;-1050;0;0;Radiocarbon (corrected);NA;NA;NA;54.596;160.27
Khodutka;18921;Confirmed Eruption;NW flank of Priemysh volcano;4;-1050;0;0;Tephrochronology;NA;NA;NA;52.062;157.711
Esan;18548;Confirmed Eruption;NW E-san;NA;-1050;0;0;Tephrochronology;NA;NA;NA;41.805;141.166
Yoteizan;18585;Confirmed Eruption;NW flank (Hangetsu-ko);NA;-1050;0;0;Tephrochronology;NA;NA;NA;42.827;140.812
Taupo;14549;Confirmed Eruption;5 km NE of Motutaiko Island;4;-1050;0;0;Radiocarbon (corrected);NA;NA;NA;-38.82;176
Loloru;15145;Confirmed Eruption;NA;NA;-1050;0;0;Radiocarbon (uncorrected);NA;NA;NA;-6.52;155.62
Tinakula;15186;Confirmed Eruption;NA;NA;-1050;0;0;Radiocarbon (uncorrected);NA;NA;NA;-10.386;165.804
Etna;13495;Confirmed Eruption;South flank (Monte Salto del Cane);NA;-1050;0;0;Radiocarbon (uncorrected);NA;NA;NA;37.748;14.999
Pinatubo;16865;Confirmed Eruption;NA;6;-1050;0;0;Radiocarbon (corrected);NA;NA;NA;15.13;120.35
Aira;17044;Confirmed Eruption;NA;NA;-1050;0;0;Magnetism;NA;NA;NA;31.593;130.657
Marsili;20978;Confirmed Eruption;NA;NA;-1050;NA;NA;Radiocarbon (corrected);NA;NA;NA;39.284;14.399
Krysuvik;19922;Confirmed Eruption;Sandfellskofagigir;0;-1060;0;0;Radiocarbon (uncorrected);NA;NA;NA;63.883;-22.083
Bliznetsy;19615;Confirmed Eruption;NA;1;-1060;0;0;Radiocarbon (uncorrected);NA;NA;NA;57.35;161.37
Redoubt;20343;Confirmed Eruption;NA;NA;-1080;0;0;Tephrochronology;NA;NA;NA;60.485;-152.742
Hualalai;10242;Confirmed Eruption;NA;0;-1080;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.692;-155.87
Tacana;10615;Confirmed Eruption;NA;NA;-1080;0;0;Radiocarbon (corrected);NA;NA;NA;15.132;-92.109
Pantelleria;13860;Confirmed Eruption;Hingeline vent system;NA;-1080;0;0;Radiocarbon (uncorrected);NA;NA;NA;36.77;12.Feb
Villarrica;12096;Confirmed Eruption;NA;NA;-1080;0;0;Radiocarbon (uncorrected);NA;NA;NA;-39.42;-71.93
Unknown Source;13288;Confirmed Eruption;(GISP2, 129 ppb sulfate);NA;-1084;0;0;Ice Core;NA;NA;NA;0;0
Kikai;16984;Confirmed Eruption;Inamura-dake;2;-1090;0;0;Radiocarbon (uncorrected);NA;NA;NA;30.793;130.305
Taveuni;14828;Confirmed Eruption;NA;2;-1100;0;0;Tephrochronology;NA;NA;NA;-16.82;-179.97
St. Helens;20525;Confirmed Eruption;NA;NA;-1100;0;0;Radiocarbon (corrected);NA;NA;NA;46.2;-122.18
Redoubt;20342;Confirmed Eruption;NA;NA;-1100;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Karymsky;19147;Confirmed Eruption;NA;NA;-1100;0;0;Radiocarbon (corrected);NA;NA;NA;54.049;159.443
Aogashima;18304;Confirmed Eruption;NNW flank;NA;-1100;0;0;Tephrochronology;NA;NA;NA;32.458;139.759
Hekla;12718;Confirmed Eruption;NA;5;-1100;0;0;Radiocarbon (corrected);NA;NA;NA;63.983;-19.666
Parinacota;11812;Confirmed Eruption;South flank (lower Volcanes de Ajata);NA;-1100;0;0;Surface Exposure;NA;NA;NA;-18.166;-69.142
Turrialba;11235;Confirmed Eruption;NA;NA;-1120;0;0;Tephrochronology;NA;NA;NA;10.025;-83.767
Kusatsu-Shiranesan;17819;Confirmed Eruption;Moto-Shirane;4;-1120;0;0;Radiocarbon (uncorrected);NA;NA;NA;36.618;138.528
Asamayama;17675;Confirmed Eruption;NA;NA;-1130;0;0;Tephrochronology;NA;NA;NA;36.406;138.523
Medicine Lake;20641;Confirmed Eruption;Lower north flank (Black Crater);0;-1130;0;0;Radiocarbon (corrected);NA;NA;NA;41.611;-121.554
Taranaki;14436;Confirmed Eruption;Fanthams Peak;NA;-1130;0;0;Tephrochronology;NA;NA;NA;-39.3;174.07
Kuchinoerabujima;16957;Confirmed Eruption;Furudake;NA;-1140;0;0;Radiocarbon (corrected);NA;NA;NA;30.443;130.217
Haleakala;10279;Confirmed Eruption;SW rift zone;NA;-1140;0;0;Radiocarbon (uncorrected);NA;NA;NA;20.708;-156.25
Colima;10405;Confirmed Eruption;NA;NA;-1140;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.514;-103.62
Michoacan-Guanajuato;20951;Confirmed Eruption;Cerro el Zoyate;NA;-1140;NA;NA;Radiocarbon (corrected);NA;NA;NA;19.85;-101.75
Hualalai;10241;Confirmed Eruption;NW rift zone (0.7 km NW of Luamakami);0;-1150;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.692;-155.87
Shasta;20629;Confirmed Eruption;NA;NA;-1150;0;0;Radiocarbon (uncorrected);NA;NA;NA;41.409;-122.193
Redoubt;20341;Confirmed Eruption;NA;NA;-1150;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Koniuji;19748;Confirmed Eruption;NA;NA;-1150;0;0;Ar/Ar;NA;NA;NA;52.22;-175.13
Izu-Tobu;17376;Confirmed Eruption;Kawagodaira;4;-1150;0;0;Radiocarbon (corrected);NA;NA;NA;34.9;139.098
Hachijojima;18293;Confirmed Eruption;SE flank of Nishi-yama (Kanda-yama);NA;-1150;0;0;Tephrochronology;NA;NA;NA;33.137;139.766
Hakkodasan;18131;Confirmed Eruption;O-dake;1;-1150;0;0;Radiocarbon (corrected);NA;NA;NA;40.659;140.877
Iwatesan;17568;Confirmed Eruption;Nishi-Iwate;NA;-1150;0;0;Radiocarbon (uncorrected);NA;NA;NA;39.853;141.001
Krasheninnikov;19233;Confirmed Eruption;Northern cone;NA;-1150;0;0;Radiocarbon (corrected);NA;NA;NA;54.596;160.27
Unzendake;17171;Confirmed Eruption;Fugendake-Sancho;NA;-1150;0;0;Thermoluminescence;NA;NA;NA;32.761;130.299
Savai'i;14806;Confirmed Eruption;NA;NA;-1150;0;0;Radiocarbon (corrected);NA;NA;NA;-13.612;-172.525
Cuicocha;11392;Confirmed Eruption;NA;5;-1150;0;0;Radiocarbon (uncorrected);NA;NA;NA;0.308;-78.364
Hekla;12717;Confirmed Eruption;Vatnafjöll (Hraunhalsshraun);NA;-1150;0;0;Tephrochronology;NA;NA;NA;63.983;-19.666
Torfajokull;12685;Confirmed Eruption;N of caldera (Domadalshraun);NA;-1150;0;0;Tephrochronology;NA;NA;NA;63.892;-19.122
Tenerife;13088;Confirmed Eruption;Teide SW flank (Los Gemelos);NA;-1150;0;0;Tephrochronology;NA;NA;NA;28.271;-16.641
Unknown Source;13287;Confirmed Eruption;(Belfast tree-ring chronology);NA;-1150;0;0;Dendrochronology;NA;NA;NA;0;0
Katla;12636;Confirmed Eruption;NA;NA;-1160;0;0;Tephrochronology;NA;NA;NA;63.633;-19.083
Galeras;11345;Confirmed Eruption;NA;2;-1160;0;0;Radiocarbon (corrected);NA;NA;NA;Jan.22;-77.37
Zuni-Bandera;20707;Confirmed Eruption;McCartys flow;0;-1170;0;0;Radiocarbon (corrected);NA;NA;NA;34.8;-108
Malinche, La;10502;Confirmed Eruption;NA;NA;-1170;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.231;-98.032
Colima;10404;Confirmed Eruption;NA;NA;-1170;0;0;Radiocarbon (corrected);NA;NA;NA;19.514;-103.62
Cobb Segment;20710;Confirmed Eruption;NA;NA;-1180;0;0;Uranium-series;NA;NA;NA;46.88;-129.33
St. Helens;20524;Confirmed Eruption;NA;NA;-1180;0;0;Radiocarbon (corrected);NA;NA;NA;46.2;-122.18
Merapi;15820;Confirmed Eruption;NA;4;-1180;0;0;Radiocarbon (uncorrected);NA;NA;NA;-7.54;110.446
Gran Canaria;13116;Confirmed Eruption;Montañón Negro;NA;-1180;0;0;Radiocarbon (corrected);NA;NA;NA;28;-15.58
Katla;12635;Confirmed Eruption;NA;NA;-1190;0;0;Tephrochronology;NA;NA;NA;63.633;-19.083
Taranaki;14435;Confirmed Eruption;NA;NA;-1190;0;0;Radiocarbon (uncorrected);NA;NA;NA;-39.3;174.07
Unknown Source;13286;Confirmed Eruption;(GISP2, 110 ppb sulfate);NA;-1192;0;0;Ice Core;NA;NA;NA;0;0
Bardarbunga;12852;Confirmed Eruption;Veidivötn (Burfellshraun, Drekahraun);NA;-1200;0;0;Tephrochronology;NA;NA;NA;64.633;-17.516
Flores;12983;Confirmed Eruption;Caldeira Funda de Lajes;NA;-1200;0;0;Radiocarbon (uncorrected);NA;NA;NA;39.462;-31.216
Fremrinamar;12921;Confirmed Eruption;Kraeduborgir (Burfellshraun);NA;-1200;0;0;Tephrochronology;NA;NA;NA;65.416;-16.666
Taveuni;14827;Confirmed Eruption;NA;2;-1200;0;0;Tephrochronology;NA;NA;NA;-16.82;-179.97
Raoul Island;14685;Confirmed Eruption;SW part of Raoul caldera;4;-1200;0;0;Radiocarbon (uncorrected);NA;NA;NA;-29.27;-177.92
Haylan, Jabal;14158;Confirmed Eruption;West of Sirwan;0;-1200;0;0;Anthropology;NA;NA;NA;15.Apr;45.1
Naolinco Volcanic Field;10503;Confirmed Eruption;Rincón de Chapultepec;NA;-1200;0;0;Radiocarbon (corrected);NA;NA;NA;19.67;-96.75
Ichinsky;19602;Confirmed Eruption;NA;NA;-1200;0;0;Tephrochronology;NA;NA;NA;55.678;157.718
Aogashima;18303;Confirmed Eruption;NA;NA;-1200;0;0;Radiocarbon (corrected);NA;NA;NA;32.458;139.759
Izu-Oshima;18155;Confirmed Eruption;NA;NA;-1200;0;0;Tephrochronology;NA;NA;NA;34.724;139.394
Hakoneyama;17383;Confirmed Eruption;NW side of Kami-yama (Kanmuriga-take);2;-1200;0;0;Radiocarbon (corrected);NA;NA;NA;35.233;139.021
Myokosan;17667;Confirmed Eruption;NA;NA;-1200;0;0;Tephrochronology;NA;NA;NA;36.891;138.114
Redoubt;20340;Confirmed Eruption;NA;NA;-1210;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Katla;12634;Confirmed Eruption;NA;3;-1220;0;0;Radiocarbon (corrected);NA;NA;NA;63.633;-19.083
Guagua Pichincha;11468;Confirmed Eruption;NA;NA;-1230;0;0;Radiocarbon (corrected);NA;NA;NA;-0.171;-78.598
Villarrica;21091;Confirmed Eruption;NA;4;-1230;NA;NA;Radiocarbon (uncorrected);NA;NA;NA;-39.42;-71.93
Haleakala;10278;Confirmed Eruption;Upper SW rift zone (~2800 m);NA;-1240;0;0;Radiocarbon (corrected);NA;NA;NA;20.708;-156.25
Ruiz, Nevado del;11271;Confirmed Eruption;ENE flank ? (Alto la Piramide ?);NA;-1245;0;0;Radiocarbon (uncorrected);NA;NA;NA;4.892;-75.324
Negra, Sierra;11698;Confirmed Eruption;SE flank;0;-1250;0;0;Radiocarbon (uncorrected);NA;NA;NA;-0.83;-91.17
Arenal;11117;Confirmed Eruption;NA;4;-1250;0;0;Radiocarbon (corrected);NA;NA;NA;10.463;-84.703
Aguilera;12308;Confirmed Eruption;NA;5;-1250;0;0;Radiocarbon (corrected);NA;NA;NA;-50.33;-73.75
Hekla;12716;Confirmed Eruption;NE flank, Vatnafjöll;NA;-1250;0;0;Tephrochronology;NA;NA;NA;63.983;-19.666
Askja;12906;Confirmed Eruption;Litladynga and Askja;0;-1250;0;0;Tephrochronology;NA;NA;NA;65.033;-16.783
Gran Canaria;13115;Confirmed Eruption;Fagajesto;NA;-1250;0;0;Radiocarbon (corrected);NA;NA;NA;28;-15.58
Candlemas Island;13222;Confirmed Eruption;S Sandwich Is (probably Candlemass);NA;-1250;0;0;Ice Core;NA;NA;NA;-57.08;-26.67
Jordan Craters;20615;Confirmed Eruption;Coffeepot Crater;2;-1250;0;0;Radiocarbon (uncorrected);NA;NA;NA;43.147;-117.46
Miyakejima;17584;Confirmed Eruption;NA;3;-1250;0;0;Tephrochronology;NA;NA;NA;34.094;139.526
Niijima;18247;Confirmed Eruption;NA;NA;-1250;0;0;Tephrochronology;NA;NA;NA;34.397;139.27
Hachijojima;18292;Confirmed Eruption;Nishi-yama;NA;-1250;0;0;Tephrochronology;NA;NA;NA;33.137;139.766
Iwatesan;17567;Confirmed Eruption;Higashi-Iwate;3;-1250;0;0;Radiocarbon (corrected);NA;NA;NA;39.853;141.001
Akita-Yakeyama;18075;Confirmed Eruption;NA;NA;-1250;0;0;Radiocarbon (corrected);NA;NA;NA;39.964;140.757
Taranaki;14434;Confirmed Eruption;Southern Beehive;NA;-1250;0;0;Tephrochronology;NA;NA;NA;-39.3;174.07
Taupo;14548;Confirmed Eruption;4 km W of Te Kohaiakahu Point;3;-1250;0;0;Radiocarbon (corrected);NA;NA;NA;-38.82;176
Loloru;15144;Confirmed Eruption;NA;NA;-1260;0;0;Radiocarbon (uncorrected);NA;NA;NA;-6.52;155.62
Asosan;17193;Confirmed Eruption;NA;NA;-1270;0;0;Radiocarbon (uncorrected);NA;NA;NA;32.884;131.104
Baru;11251;Confirmed Eruption;NA;NA;-1270;0;0;Radiocarbon (corrected);NA;NA;NA;8.808;-82.543
Katla;12633;Confirmed Eruption;NA;NA;-1280;0;0;Tephrochronology;NA;NA;NA;63.633;-19.083
St. Paul Island;20403;Confirmed Eruption;West side (Fox Hill);NA;-1280;0;0;Radiocarbon (uncorrected);NA;NA;NA;57.18;-170.3
Katla;12632;Confirmed Eruption;NA;NA;-1290;0;0;Tephrochronology;NA;NA;NA;63.633;-19.083
Agua de Pau;13029;Confirmed Eruption;Lagoa do Fogo caldera;4;-1290;0;0;Radiocarbon (uncorrected);NA;NA;NA;37.77;-25.47
Cayambe;11398;Confirmed Eruption;NA;NA;-1300;0;0;Tephrochronology;NA;NA;NA;0.029;-77.986
Mauna Loa;10146;Confirmed Eruption;Mokuaweoweo and NE rift zone;0;-1300;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.475;-155.608
Fujisan;17410;Confirmed Eruption;NA;NA;-1300;0;0;Radiocarbon (corrected);NA;NA;NA;35.361;138.728
Taveuni;14826;Confirmed Eruption;NA;2;-1300;0;0;Tephrochronology;NA;NA;NA;-16.82;-179.97
Vulcano;13440;Confirmed Eruption;Fossa;3;-1300;0;0;Tephrochronology;NA;NA;NA;38.404;14.962
Haleakala;10277;Confirmed Eruption;Upper SW rift zone (~2600 m);NA;-1310;0;0;Radiocarbon (corrected);NA;NA;NA;20.708;-156.25
Redoubt;20339;Confirmed Eruption;NA;NA;-1310;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Bravo, Cerro;11259;Confirmed Eruption;NA;4;-1310;0;0;Radiocarbon (uncorrected);NA;NA;NA;5.091;-75.293
Soufriere Guadeloupe;12352;Confirmed Eruption;Morne Amic;3;-1310;0;0;Radiocarbon (corrected);NA;NA;NA;16.044;-61.664
Yucamane;11796;Confirmed Eruption;NA;5;-1320;0;0;Radiocarbon (uncorrected);NA;NA;NA;-17.184;-70.196
La Palma;13049;Confirmed Eruption;La Fajana (Volcán Fuego);NA;-1320;0;0;Radiocarbon (uncorrected);NA;NA;NA;28.57;-17.83
Colima;10403;Confirmed Eruption;NA;NA;-1320;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.514;-103.62
San Martin;10584;Confirmed Eruption;South flank (Cerro Mono Blanco);NA;-1320;0;0;Radiocarbon (uncorrected);NA;NA;NA;18.57;-95.2
Sheveluch;17663;Confirmed Eruption;NA;3;-1330;0;0;Radiocarbon (corrected);NA;NA;NA;56.653;161.36
Longonot;13995;Confirmed Eruption;NA;NA;-1330;0;0;Radiocarbon (uncorrected);NA;NA;NA;-0.914;36.446
Okataina;14502;Confirmed Eruption;Mt. Edgecumbe;NA;-1330;0;0;Radiocarbon (corrected);NA;NA;NA;-38.12;176.5
Chichon, El;10600;Confirmed Eruption;NA;NA;-1340;0;0;Radiocarbon (corrected);NA;NA;NA;17.36;-93.228
Toluca, Nevado de;10487;Confirmed Eruption;NA;NA;-1350;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.108;-99.758
Yellowstone;20699;Confirmed Eruption;Indian Pond crater (N of Yellowstone Lake);NA;-1350;0;0;Radiocarbon (corrected);NA;NA;NA;44.43;-110.67
Bezymianny;19328;Confirmed Eruption;NA;NA;-1350;0;0;Tephrochronology;NA;NA;NA;55.972;160.595
Redoubt;20338;Confirmed Eruption;NA;NA;-1350;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Fujisan;17409;Confirmed Eruption;NA;5;-1350;0;0;Tephrochronology;NA;NA;NA;35.361;138.728
Naruko;17992;Confirmed Eruption;NA;NA;-1350;0;0;Radiocarbon (corrected);NA;NA;NA;38.729;140.734
Krasheninnikov;19232;Confirmed Eruption;N (Zametny) & S (Duga) flank fissures;3;-1350;0;0;Radiocarbon (corrected);NA;NA;NA;54.596;160.27
Koshelev;18906;Confirmed Eruption;Northern flank;NA;-1350;0;0;Radiocarbon (uncorrected);NA;NA;NA;51.356;156.753
Avachinsky;19073;Confirmed Eruption;NA;5;-1350;0;0;Radiocarbon (uncorrected);NA;NA;NA;53.256;158.836
Tokachidake;18636;Confirmed Eruption;Ground Crater;3;-1350;0;0;Radiocarbon (corrected);NA;NA;NA;43.418;142.686
Asosan;17192;Confirmed Eruption;Komezuka;3;-1350;0;0;Radiocarbon (corrected);NA;NA;NA;32.884;131.104
Hekla;12715;Confirmed Eruption;Vatnafjöll;NA;-1350;0;0;Tephrochronology;NA;NA;NA;63.983;-19.666
Witori;15012;Confirmed Eruption;NA;6;-1370;NA;NA;Radiocarbon (corrected);NA;NA;NA;-5.576;150.516
Pelee;12405;Confirmed Eruption;NA;NA;-1390;0;0;Radiocarbon (corrected);NA;NA;NA;14.809;-61.165
Nemrut Dagi;13899;Confirmed Eruption;NA;NA;-1396;0;0;Varve Count;NA;NA;NA;38.654;42.229
Karymsky;19146;Confirmed Eruption;NA;2;-1400;0;0;Radiocarbon (corrected);NA;NA;NA;54.049;159.443
Naruko;17991;Confirmed Eruption;NA;NA;-1400;0;0;Tephrochronology;NA;NA;NA;38.729;140.734
Hakoneyama;17382;Confirmed Eruption;NW side of Kami-yama (Kanmuriga-take);NA;-1400;0;0;Radiocarbon (corrected);NA;NA;NA;35.233;139.021
Tenerife;13087;Confirmed Eruption;NW rift zone (Montaña Samara);NA;-1400;0;0;Tephrochronology;NA;NA;NA;28.271;-16.641
Merapi;15819;Confirmed Eruption;NA;NA;-1410;0;0;Radiocarbon (corrected);NA;NA;NA;-7.54;110.446
Etna;13494;Confirmed Eruption;NA;NA;-1420;0;0;Radiocarbon (corrected);NA;NA;NA;37.748;14.999
Turrialba;11234;Confirmed Eruption;NA;NA;-1420;0;0;Radiocarbon (corrected);NA;NA;NA;10.025;-83.767
Vesuvius;10046;Confirmed Eruption;NA;4;-1430;0;0;Radiocarbon (corrected);NA;NA;NA;40.821;14.426
Nasudake;17872;Confirmed Eruption;Chausu-dake;2;-1440;0;0;Tephrochronology;NA;NA;NA;37.125;139.963
Katla;12631;Confirmed Eruption;NA;4;-1440;0;0;Radiocarbon (corrected);NA;NA;NA;63.633;-19.083
Arenal;11116;Confirmed Eruption;NA;4;-1450;0;0;Tephrochronology;NA;NA;NA;10.463;-84.703
Fujisan;17408;Confirmed Eruption;NA;NA;-1450;0;0;Tephrochronology;NA;NA;NA;35.361;138.728
Akita-Komagatake;18043;Confirmed Eruption;NA;NA;-1450;0;0;Radiocarbon (corrected);NA;NA;NA;39.761;140.799
Miyakejima;17583;Confirmed Eruption;NW flank (NGS scoria layer);NA;-1450;0;0;Tephrochronology;NA;NA;NA;34.094;139.526
Izu-Oshima;18154;Confirmed Eruption;NA;NA;-1450;0;0;Tephrochronology;NA;NA;NA;34.724;139.394
Taisetsuzan;18666;Confirmed Eruption;Asahi-dake;NA;-1450;0;0;Radiocarbon (corrected);NA;NA;NA;43.664;142.854
Newberry;20606;Confirmed Eruption;South of East Lake;NA;-1450;0;0;Hydration Rind;NA;NA;NA;43.722;-121.229
Colima;10402;Confirmed Eruption;NA;NA;-1450;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.514;-103.62
Taveuni;14825;Confirmed Eruption;NA;2;-1450;0;0;Tephrochronology;NA;NA;NA;-16.82;-179.97
Unzendake;17170;Confirmed Eruption;Fugen-dake (Kazaana);NA;-1450;0;0;Thermoluminescence;NA;NA;NA;32.761;130.299
Kuchinoerabujima;16956;Confirmed Eruption;Shindake;NA;-1450;0;0;Radiocarbon (corrected);NA;NA;NA;30.443;130.217
Ata;17012;Confirmed Eruption;Mizunashi, Kagami, Ikezoko maars;NA;-1450;0;0;Tephrochronology;NA;NA;NA;31.22;130.57
Unknown Source;13285;Confirmed Eruption;(GISP2, 164 ppb sulfate);NA;-1454;0;0;Ice Core;NA;NA;NA;0;0
Unknown Source;13284;Confirmed Eruption;(GISP2, 104 ppb sulfate);NA;-1459;0;0;Ice Core;NA;NA;NA;0;0
Taupo;14547;Confirmed Eruption;Horomatangi Reefs?;6;-1460;0;0;Radiocarbon (corrected);NA;NA;NA;-38.82;176
Etna;13493;Discredited Eruption;NA;NA;-1470;0;0;NA;NA;NA;NA;37.748;14.999
Ischia;13371;Confirmed Eruption;Castiglione;NA;-1480;0;0;Magnetism;NA;NA;NA;40.73;13.897
Puyehue-Cordon Caulle;12198;Confirmed Eruption;NA;NA;-1490;0;0;Radiocarbon (corrected);NA;NA;NA;-40.59;-72.117
Etna;13492;Confirmed Eruption;NA;5;-1500;0;0;Historical Observations;NA;NA;NA;37.748;14.999
Ata;17011;Confirmed Eruption;Kaimon;4;-1500;0;0;Tephrochronology;NA;NA;NA;31.22;130.57
Orizaba, Pico de;10566;Confirmed Eruption;NA;3;-1500;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.Mar;-97.27
Sheveluch;17662;Confirmed Eruption;NA;3;-1500;0;0;Tephrochronology;NA;NA;NA;56.653;161.36
Avachinsky;19072;Confirmed Eruption;NA;5;-1500;0;0;Radiocarbon (corrected);NA;NA;NA;53.256;158.836
Iwatesan;17566;Confirmed Eruption;Higashi-Iwate;NA;-1500;0;0;Tephrochronology;NA;NA;NA;39.853;141.001
Chikurachki;20888;Confirmed Eruption;NA;4;-1500;NA;NA;Tephrochronology;NA;NA;NA;50.324;155.461
Fujisan;17407;Confirmed Eruption;NA;NA;-1510;0;0;Radiocarbon (corrected);NA;NA;NA;35.361;138.728
Redoubt;20337;Confirmed Eruption;NA;NA;-1510;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Chillan, Nevados de;11965;Confirmed Eruption;Volcán Viejo;NA;-1510;0;0;Radiocarbon (uncorrected);NA;NA;NA;-36.868;-71.378
Cotopaxi;11521;Confirmed Eruption;NA;NA;-1510;0;0;Radiocarbon (uncorrected);NA;NA;NA;-0.677;-78.436
Katla;12630;Confirmed Eruption;NA;NA;-1540;0;0;Tephrochronology;NA;NA;NA;63.633;-19.083
Redoubt;20336;Confirmed Eruption;NA;NA;-1540;0;0;Varve Count;NA;NA;NA;60.485;-152.742
Jingbo;19638;Confirmed Eruption;NA;NA;-1540;0;0;Radiocarbon (uncorrected);NA;NA;NA;44.08;128.83
Severny;19621;Confirmed Eruption;WSW flank (Tobeltsen);NA;-1550;0;0;Radiocarbon (uncorrected);NA;NA;NA;58.28;160.87
Kanaga;19706;Confirmed Eruption;NA;NA;-1550;0;0;Radiocarbon (corrected);NA;NA;NA;51.923;-177.168
Bezymianny;19327;Confirmed Eruption;Expeditsii and Exstrusivny Greben;NA;-1550;0;0;Tephrochronology;NA;NA;NA;55.972;160.595
Redoubt;20335;Confirmed Eruption;NA;NA;-1550;0;0;Radiocarbon (uncorrected);NA;NA;NA;60.485;-152.742
Hayes;20401;Confirmed Eruption;NA;5;-1550;0;0;Tephrochronology;NA;NA;NA;61.64;-152.411
Kilauea;20740;Confirmed Eruption;SW rift zone;0;-1550;0;0;Radiocarbon (uncorrected);NA;NA;NA;19.421;-155.287
Adatarayama;17906;Confirmed Eruption;Numanotaira;NA;-1550;0;0;Tephrochronology;NA;NA;NA;37.647;140.281
Opala;19032;Confirmed Eruption;NA;NA;-1550;0;0;Radiocarbon (uncorrected);NA;NA;NA;52.543;157.339
Koryaksky;19040;Confirmed Eruption;South and SW flanks;NA;-1550;0;0;Radiocarbon (uncorrected);NA;NA;NA;53.321;158.712
Bakening;19118;Confirmed Eruption;SE flank;NA;-1550;0;0;Tephrochronology;NA;NA;NA;53.905;158.07
Uzon;17647;Confirmed Eruption;Bannoe Lake;NA;-1550;0;0;Tephrochronology;NA;NA;NA;54.5;159.97
Kussharo;18722;Confirmed Eruption;Atosanupuri;NA;-1550;0;0;Tephrochronology;NA;NA;NA;43.615;144.427
Ata;17010;Confirmed Eruption;Nabeshima-dake;NA;-1550;0;0;Tephrochronology;NA;NA;NA;31.22;130.57
Vesuvius;10045;Confirmed Eruption;NA;4;-1550;0;0;Radiocarbon (corrected);NA;NA;NA;40.821;14.426
Lengai, Ol Doinyo;13997;Confirmed Eruption;NA;NA;-1550;0;0;Tephrochronology;NA;NA;NA;-2.764;35.914
Hekla;12714;Confirmed Eruption;NA;4;-1550;0;0;Tephrochronology;NA;NA;NA;63.983;-19.666
Torfajokull;12684;Confirmed Eruption;W side of caldera (Markafljot domes);NA;-1550;0;0;Tephrochronology;NA;NA;NA;63.892;-19.122
Deception Island;13169;Confirmed Eruption;NA;NA;-1550;0;0;Radiocarbon (uncorrected);NA;NA;NA;-63.001;-60.652
Maule, Laguna del;22163;Confirmed Eruption;NA;0;-1550;NA;NA;Ar/Ar;NA;NA;NA;-36.058;-70.492
